CHR,GAIN,AMPLI,LOSS,LOH
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,2.54
2q,0,0,0,3.53
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,0
7q,0,0,9.15,13.2
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,0.04,0,0,0
14q,0.34,0,0,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0.5,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0.81,0,0,0
Yq,0,0,0,0
Xq,0.67,0,0,0
1p,0.63,0,0,0
2p,1.21,0,0.54,0
3p,0.75,0,0.42,100
4p,0,0,0,0
5p,0,0,0,0
6p,0.32,0,0,6.04
7p,100,0,0,0
8p,99.23,0,0,0
9p,0,0,0,82.95
10p,0,0,0.75,0
11p,0,0,0,0
12p,0,0,0,99.63
16p,0,0,0,7.43
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,98.23,0,1.16,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,4.3,0,0,0
1q,2.33,0,0.34,0
2q,18.59,0,5.84,0
3q,0,0,0,100
4q,0.82,0,0.17,0
5q,0,0,0.85,0
6q,0.14,0,0.71,0
7q,99.67,0,0,0
8q,99.47,0,0,0
9q,0,0,0,96.12
10q,0.4,0,0.05,3.18
11q,0.64,0,0,0
12q,0,0,0.51,0
13q,2.97,0,0.29,0
14q,0,0,0.7,0
15q,0,0,0.08,0
16q,0,0,0.6,0
17q,0.48,0,0,0
18q,0,0,0.5,0
19q,1.39,0,0,0
20q,99.88,0,0,0
21q,0,0,100,0
22q,1.11,0,0,10.22
Yq,0,0,0,0
Xq,0.26,0,0,0
1p,0.63,0,0,0
2p,1.21,0,0.54,0
3p,0.75,0,0.42,100
4p,0,0,0,0
5p,0,0,0,0
6p,0.32,0,0,6.04
7p,100,0,0,0
8p,99.23,0,0,0
9p,0,0,0,82.95
10p,0,0,0.75,0
11p,0,0,0,0
12p,0,0,0,99.63
16p,0,0,0,7.43
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,98.23,0,1.16,0
21p,0,0,85.12,0
Yp,0,0,0,0
Xp,4.3,0,0,0
1q,2.33,0,0.34,0
2q,18.59,0,5.84,0
3q,0,0,0,100
4q,0.82,0,0.17,0
5q,0,0,0.85,0
6q,0.14,0,0.71,0
7q,99.67,0,0,0
8q,99.47,0,0,0
9q,0,0,0,96.12
10q,0.4,0,0.05,3.18
11q,0.64,0,0,0
12q,0,0,0.51,0
13q,2.97,0,0.29,0
14q,0,0,0.7,0
15q,0,0,0.08,0
16q,0,0,0.6,0
17q,0.48,0,0,0
18q,0,0,0.5,0
19q,1.39,0,0,0
20q,99.88,0,0,0
21q,0,0,100,0
22q,1.11,0,0,10.22
Yq,0,0,0,0
Xq,0.26,0,0,0
1p,0,0,98.99,0
2p,0.21,0,0,0
3p,0,0,15.95,0
4p,0,0,97.46,0
5p,94.54,0,0,0
6p,0,0,100,0
7p,0,0,92.9,0
8p,0,0,19.62,0
9p,0,0,82.95,0
10p,0,0,100,0
11p,0,0,1.87,100
12p,0,0,99.7,0
16p,0,0,91.04,0
17p,0,0,100,0
18p,0,0,0,0
19p,0,0,74.78,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,98.51,0
2q,0,0,0,0
3q,0,0,17.49,0
4q,0,0,99.9,0
5q,99.92,0,0,0
6q,0,0,100,0
7q,0,0,44.37,0
8q,0,0,1.22,0
9q,0,0,0.62,0
10q,0,0,100,0
11q,0,0,96.37,0
12q,0,0,99.95,0
13q,0,0,99.96,0
14q,0,0,98.88,0
15q,0,0,97.72,0
16q,0,0,98.79,0
17q,0.66,0,21.19,0
18q,0.5,0,1.41,0
19q,0,0,99.96,0
20q,5.55,0,0.91,0
21q,0.77,0,0,0
22q,2.41,0,0,0
Yq,32.14,0,0,0
Xq,0,0,0.29,0
1p,0,0,0,0
2p,0.28,0,0,0
3p,0,0,0.11,6.32
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,0,0,0,0
8p,19.33,0,0,0
9p,0,0,0.07,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,9.66
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0.26,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0.35,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0.76,3.76
6q,0,0,0,0
7q,0,0,0.09,0
8q,0,0,0,0
9q,0,0,0,0
10q,0,0,0.22,0
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,0.02,0
14q,0,0,0.54,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0.82,0,0,0
20q,0,0,0,0
21q,0.74,0,0,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,9.3,0,31.27,2.35
2p,0.69,0,3.76,4.12
3p,0.32,0,0.53,3.05
4p,7.44,0,0,0
5p,1.09,0,0,0
6p,0,0,5.92,0
7p,0,0,0.93,4.97
8p,0.73,0,4.13,6.29
9p,0,0,25.4,0
10p,51.03,0,4.53,0
11p,5.75,0,0.89,7.86
12p,97.23,0,0.79,0
16p,93.48,0,0.52,11.54
17p,0,0,31.34,0
18p,14.91,0,23.06,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,9.21,0,0.34,4.77
1q,0,0,0.06,8.47
2q,0.49,0,5.07,1.88
3q,0,0,2.2,0
4q,0,0,0.01,0
5q,0.2,0,4.48,4.81
6q,1.02,0,11.82,0
7q,8.52,0,6.97,6.9
8q,15.8,0,0.29,0
9q,2.08,0,0.68,3.64
10q,0.96,0,10.88,2.85
11q,0.54,0,0.6,3.85
12q,95.46,0,0.34,0
13q,0,0,13.75,2.92
14q,1.31,0,3.54,0
15q,0.06,0,3.95,8.4
16q,0,0,0,0
17q,0.85,0,0.6,9.98
18q,0,0,8.33,0
19q,0,0,45.48,0
20q,25.15,0,12.24,0
21q,1.03,0,0.84,0
22q,0,0,0,0
Yq,0,0,0,0
Xq,38.47,0,0.47,7.1
1p,0,0,38.69,5.7
2p,1.44,0,3.15,16.9
3p,11.03,0,0.43,3.74
4p,8.12,0,0,0
5p,1.3,0,3.92,0
6p,0,0,7.2,9.17
7p,0.6,0,1.58,6.33
8p,45.16,0,9.96,0
9p,3.15,0,26.68,0
10p,50.79,0,4.8,0
11p,0.27,0,1.03,14.31
12p,2.49,0,16.2,7.41
16p,73.84,0,16.65,0
17p,0,0,26.35,0
18p,0,0,22.16,0
19p,4.75,0,51.07,0
20p,0,0,5.62,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0.24,0,16.73,11.23
2q,0,0,4.22,7.22
3q,1.06,0,1.2,2.69
4q,0,0,4.52,2.83
5q,0.7,0,6.66,5.32
6q,0.93,0,9.56,4.2
7q,6.93,0,7.3,11.06
8q,17.85,0,0.45,7.02
9q,3.9,0,1.85,7.81
10q,7.43,0,14.65,0
11q,0,0,4.9,3.27
12q,7.87,0,2.7,0
13q,0.68,0,17.41,3.99
14q,6.2,0,3.02,4.8
15q,5.17,0,5.97,18.46
16q,43.17,0,6.82,0
17q,4.25,0,13.07,0
18q,4.66,0,6.38,10.15
19q,0,0,40.47,0
20q,1.11,0,13.6,0
21q,15.03,0,9.35,0
22q,0,0,10.99,0
Yq,0,0,0,0
Xq,0,0,0.29,0
1p,0.21,0,0.13,7.51
2p,0,0,0.36,4.13
3p,0.12,0,0.05,0
4p,11.03,0,0,0
5p,0.98,0,0.1,0
6p,0,0,4.79,8.82
7p,0,0,0.31,0
8p,0,0,0,0
9p,0,0,30.25,0
10p,0,0,4.48,0
11p,2.46,0,0.86,5.3
12p,1.27,0,0,0
16p,75.14,0,0.77,9.51
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,1.2,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,4.59,0,0,0
1q,0,0,11.77,0
2q,0,0,0.25,4.88
3q,0,0,0.35,0
4q,0,0,0.01,0
5q,0.15,0,3.2,3.37
6q,0.47,0,7.37,7.28
7q,0,0,0.3,0
8q,15.51,0,0.01,2.67
9q,6.65,0,0.2,0
10q,0,0,0.11,11.6
11q,0.57,0,1.38,0
12q,0.62,0,0.44,0
13q,0.19,0,1.59,0
14q,0.17,0,1.82,0
15q,2.11,0,3.47,0
16q,0,0,0.94,0
17q,0.77,0,2.07,5.42
18q,0,0,0.27,0
19q,0,0,0,0
20q,4.33,0,0.3,0
21q,2.85,0,1.32,0
22q,1.77,0,9.47,0
Yq,0,0,0,0
Xq,2.59,0,0.19,9.16
1p,0,0,0.35,0
2p,0,0,0.31,0
3p,0,0,0,0
4p,0.18,0,0,0
5p,0,0,0,0
6p,0,0,0,7.25
7p,0,0,0,0
8p,20.1,0,0.6,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,99.7,0,0,0
16p,0,0,0,0
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,1.85,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,0
7q,0,0,0,0
8q,0,0,0,2.58
9q,0.33,0,0,0
10q,0.16,0,0.44,0
11q,0,0,0,0
12q,100,0,0,0
13q,0,0,0,0
14q,0,0,0.75,0
15q,0,0,3.59,0
16q,2.6,0,0,0
17q,0,0,0.32,0
18q,0,0,0,0
19q,1.71,0,0,0
20q,0,0,0.24,0
21q,0,0,0,0
22q,0,0,0.52,0
Yq,2.76,0,0,0
Xq,0,0,0,0
1p,0,0,0,0
2p,0.02,0,0.04,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0.28,0,3.4,0
7p,0,0,1.48,0
8p,0,0,0,0
9p,0,0,0.09,0
10p,0,0,0,0
11p,0,0,0.15,0
12p,0,0,0,0
16p,0,0,5.33,9.66
17p,0,0,8.82,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0.25,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0.01,0
2q,0,0,0.1,1.96
3q,0,0,0,0
4q,0.18,0,0,0
5q,0,0,1.57,2.08
6q,0,0,0,0
7q,7.42,0,0,3.68
8q,0,0,0.36,0
9q,0.12,0,0,0
10q,0.1,0,4.97,0
11q,0.02,0,6.39,0
12q,0.67,0,0.2,0
13q,0,0,22.16,0
14q,0.11,0,0.22,0
15q,0.12,0,2.03,0
16q,0,0,1.12,0
17q,2.83,0,2.98,0
18q,0,0,0.07,0
19q,0,0,0,0
20q,0.49,0,0,0
21q,0,0,0,0
22q,0.54,0,0.26,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,3.28,0,0,0
2p,18.38,0,2.63,0
3p,0,0,0,0
4p,2.35,0,1.49,0
5p,3.27,0,0,0
6p,0.41,0,2.16,14
7p,3.68,0,0,0
8p,0.83,0,0,0
9p,0.61,0,0,0
10p,0,0,6.42,0
11p,21.4,0,0,5.67
12p,1.13,0,0,0
16p,16.6,0,17.78,9.59
17p,0.23,0,12.23,0
18p,0,0,0,0
19p,8.68,0,47.53,0
20p,0.82,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0.3,0,0,0
2q,3.32,0,0,0
3q,2.86,0,0,0
4q,0,0,0.34,0
5q,4.17,0,0,2.53
6q,0,0,24.88,0
7q,4.29,0,7,2.64
8q,8.91,0,0.11,0
9q,10.16,0,0,0
10q,10.98,0,0,0
11q,6.99,0,0.04,0
12q,0.05,0,0,0
13q,8.98,0,6.04,0
14q,7.08,0,0.85,0
15q,0.4,0,0,0
16q,0,0,0,0
17q,2.68,0,9.34,0
18q,5.49,0,0,0
19q,0,0,53.9,0
20q,12.26,0,0,0
21q,1.15,0,0,0
22q,10.49,0,1.52,0
Yq,0,0,0,0
Xq,0,0,0.26,0
1p,5.38,0,0.81,2.55
2p,0,0,0.36,0
3p,1.95,0,0.62,3.36
4p,0.58,0,0,10.95
5p,0,0,0,0
6p,0,0,1.2,0
7p,0,0,0.25,0
8p,0.54,0,0.14,0
9p,0,0,0.11,7.55
10p,0,0,42.17,0
11p,0.57,0,2.05,0
12p,0,0,0,0
16p,0.74,0,0,9.5
17p,0,0,0,0
18p,21.42,0,78.54,0
19p,0,0,4.74,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,45.01,0,1.31,10.14
2q,0,0,0.67,0
3q,0,0,0,0
4q,0,0,0,0
5q,0.22,0,2,0
6q,0,0,0.23,0
7q,0,0,0,0
8q,0,0,0.01,5.46
9q,9.99,0,0,0
10q,0.32,0,1.42,5.48
11q,0.22,0,0,0
12q,0.11,0,0.23,0
13q,0.29,0,0.02,0
14q,0.32,0,1.09,0
15q,2.21,0,0.48,0
16q,0,0,0.82,0
17q,0.4,0,1.96,0
18q,97.95,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,2.8,0,0,0
22q,17.7,0,2.26,0
Yq,0,0,0,0
Xq,80.82,0,0,0
1p,3.54,0,7.43,6.82
2p,0.29,0,3.9,8.91
3p,20.43,0,2.1,5.67
4p,3.44,0,0,0
5p,0,0,0,0
6p,1.17,0,3.92,0
7p,0,0,0.19,5.48
8p,4.25,0,4.45,0
9p,0,0,20.58,64.25
10p,0,0,20.12,0
11p,0,0,0.2,6.86
12p,5.64,0,9.51,0
16p,22.07,0,0.2,22.7
17p,0,0,69.82,0
18p,17.52,0,26.73,0
19p,4.19,0,1.91,0
20p,1.07,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0.61,0,0,0
1q,1.03,0,11.57,8.47
2q,1.86,0,6.02,0
3q,0.7,0,0.26,8.13
4q,0,0,0.21,2.27
5q,0.67,0,1.42,7.01
6q,0,0,2.35,2.37
7q,0.14,0,2.74,4.37
8q,4.21,0,0.03,8.97
9q,6.08,0,0,4.38
10q,0.91,0,9.68,0
11q,0.36,0,17.3,0
12q,8.5,0,5.12,0
13q,0.42,0,16.13,0
14q,0,0,1.12,3.4
15q,1.03,0,9.9,4.86
16q,0,0,0.58,0
17q,5.33,0,0.35,0
18q,1.53,0,3.7,0
19q,7.08,0,49.78,0
20q,0.8,0,11.6,0
21q,4.81,0,2.08,0
22q,17.95,0,10.67,0
Yq,0,0,0,0
Xq,0,0,0.26,0
1p,2.91,0,0,0
2p,0,0,2.96,4.55
3p,21.6,0,0.41,8.73
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0.47,11.07
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,0.47,55.59
10p,1.09,0,0.23,0
11p,0,0,0,0
12p,8.41,0,9.9,0
16p,0,0,0,11.71
17p,0,0,0,0
18p,13.98,0,0,0
19p,0.45,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0.61,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,3.19
4q,0,0,0,0
5q,0,0,0,2.67
6q,0,0,0.24,0
7q,0.23,0,0.37,0
8q,0,0,0,2.68
9q,0,0,0,0
10q,0.09,0,6.22,0
11q,0.56,0,17.3,18.04
12q,0.56,0,0.12,0
13q,0.79,0,4.22,0
14q,0.62,0,1.16,0
15q,1.2,0,8.59,0
16q,0,0,0,0
17q,24.19,0,0,0
18q,15.95,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0.78,0,0,0
Yq,0,0,0,0
Xq,0,0,0.26,0
1p,0,0,83.11,0
2p,0,0,0,0
3p,0,0,91.1,0
4p,0,0,100,0
5p,97.9,0,0,0
6p,1.86,0,0,0
7p,0,0,0,0
8p,5.13,0,0,0
9p,0,0,64.8,0
10p,0,0,100,0
11p,0,0,0,0
12p,0,0,99.7,0
16p,0,0,5.78,0
17p,0,0,0,0
18p,0,0,0,0
19p,0.36,0,0.76,0
20p,32.17,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0.78,0,0.73,0
2q,0,0,0,2.53
3q,0,0,67.45,0
4q,0,0,99.92,0
5q,0,0,41.55,2.2
6q,0,0,0,0
7q,0,0,1.42,0
8q,29.04,0,1.37,4.49
9q,1.39,0,0,0
10q,0,0,100,0
11q,0,0,25.41,3.36
12q,0,0,100,0
13q,0,0,3.01,2.72
14q,6.29,0,0,0
15q,13.08,0,5.58,0
16q,0,0,0.46,0
17q,0.74,0,0,0
18q,0.79,0,47.81,0
19q,7.01,0,0,0
20q,8.86,0,0,0
21q,0,0,1.52,0
22q,0,0,100,0
Yq,0,0,0,0
Xq,4.06,0,0,0
1p,49.58,0,27.95,0
2p,94.62,0,0,0
3p,18.01,0,19.4,0
4p,99.24,0,0,0
5p,99.85,0,0,0
6p,35.19,0,0,0
7p,54.69,0,0,10.71
8p,32.01,0,67.4,0
9p,90.77,0,0,0
10p,0,0,0.25,0
11p,0,0,35.21,0
12p,28.73,0,70.9,0
16p,18.42,0,1.16,11.05
17p,0,0,0,99.89
18p,0,0,45.78,0
19p,80.9,0,17.84,0
20p,84.53,0,0,0
21p,85.12,0,0,0
Yp,0,0,0,0
Xp,0,0,0,10.23
1q,97.89,0,0,2.47
2q,38.18,0,27.18,1.71
3q,32.08,0,4.37,16.17
4q,66.08,0,10.92,0
5q,27.02,0,56.12,0
6q,5.17,0,4.83,36.97
7q,66.56,0,0,0
8q,57.46,0,0.26,0
9q,57.58,0,40.99,0
10q,12.95,0,66.36,2.87
11q,0,0,29.69,0
12q,98.56,0,0,0
13q,21.8,0,77.2,0
14q,59.04,0,39.38,0
15q,0,0,24.44,0
16q,0,0,98.73,0
17q,76.64,0,0,39.28
18q,12.63,0,17.86,31.16
19q,61.61,0,5.03,0
20q,98.84,0,0,0
21q,94.19,0,0,0
22q,0,0,98.64,0
Yq,0,0,0,0
Xq,94.64,0,0,7.03
1p,97.92,0,0,0
2p,90.14,0,0,6.96
3p,41.36,0,51.95,0
4p,92.73,0,0,0
5p,95.44,0,0,0
6p,87.47,0,0,0
7p,99.82,0,0,0
8p,0,0,99.66,0
9p,0,0,95.1,0
10p,86.94,0,0,70.22
11p,80.99,0,18.9,8.47
12p,32.7,0,59.47,0
16p,4.09,0,0,0
17p,2.01,0,92.89,0
18p,9.52,0,75.78,0
19p,93.66,0,0.48,0
20p,99.95,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,97.36,0,0,0
1q,2.5,0,0,0
2q,97.22,0,0,0
3q,63.2,0,0,2.49
4q,87.21,0,2.31,86.45
5q,99.83,0,0,0
6q,99.85,0,0,0
7q,98.7,0,0,0
8q,90.23,0,7.38,0
9q,30.85,0,35.44,0
10q,24.15,0,67.33,0
11q,93.36,0,0,0
12q,38.14,0,61.49,0
13q,0,0,81.85,0
14q,74.8,0,23.36,0
15q,78.04,0,0,0
16q,4.31,0,78.42,0
17q,30.6,0,30.52,5.77
18q,73.8,0,0,4.44
19q,94.49,0,0,0
20q,99.65,0,0,0
21q,23.47,0,0,0
22q,1.8,0,62.09,37.86
Yq,0,0,0,0
Xq,91.26,0,0.41,0
1p,0,0,99.93,0
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,0
7p,0,0,0,0
8p,0,0,0,0
9p,0,0,64.89,0
10p,0,0,0,0
11p,0,0,98.42,0
12p,0,0,0,0
16p,0,0,0,0
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,98.02,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,55.83,6.16
5q,0,0,0.24,0
6q,0,0,0,2.32
7q,0,0,0.26,0
8q,0,0,0,0
9q,0,0,79.01,13.93
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,0,0,98.92,0
15q,0,0,99.79,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0.67,0,0,0
21q,0,0,0,0
22q,0.5,0,0.12,0
Yq,0,0,0,0
Xq,0,0,0.33,0
1p,0,0,99.87,0
2p,100,0,0,0
3p,0.39,0,0,100
4p,0,0,0,100
5p,99.94,0,0,0
6p,98.54,0,0,0
7p,9.74,0,1.21,0
8p,0,0,1.15,97.08
9p,0,0,0,0
10p,99.96,0,0,0
11p,0,0,0,100
12p,99.7,0,0,79.1
16p,0,0,0,100
17p,0,0,17.75,99.89
18p,0,0,100,99.9
19p,98.91,0,0,0
20p,99.99,0,0,0
21p,0,0,0,0
Yp,99.93,0,0,0
Xp,4.27,0,0,0
1q,99.15,0,0,0
2q,99.97,0,0,0
3q,0,0,0.24,100
4q,0,0,0,99.92
5q,99.93,0,0,4.55
6q,0,0,0,100
7q,0,0,0.25,8.75
8q,0,0,0.54,100
9q,0.95,0,0,3.73
10q,99.93,0,0,6.11
11q,0,0,0.32,100
12q,99.97,0,0,88.34
13q,0,0,0,100
14q,0,0,0.1,98.92
15q,0,0,99.7,0
16q,0,0,0,100
17q,0,0,0,100
18q,0,0,99.99,0
19q,99.9,0,0,0
20q,99.83,0,0,17.29
21q,0,0,0,100
22q,98.09,0,0,0
Yq,100,0,0,0
Xq,0.26,0,0,0
1p,0,0,0,0
2p,0,0,0,0
3p,0,0,0,0
4p,0,0,0,0
5p,0,0,0,0
6p,0,0,0,5.31
7p,0,0,0,0
8p,99.66,0,0,0
9p,0,0,0,0
10p,0,0,0,0
11p,0,0,0,0
12p,0,0,0,0
16p,0,0,0,7.79
17p,0,0,0,0
18p,0,0,0,0
19p,0,0,0,0
20p,0,0,0,0
21p,0,0,0,0
Yp,0,0,0,0
Xp,0,0,0,0
1q,0,0,0,0
2q,0,0,0,0
3q,0,0,0,0
4q,0,0,0,0
5q,0,0,0,0
6q,0,0,0,2.42
7q,0,0,0,0
8q,23.53,0,3.14,0
9q,0,0,0,0
10q,0,0,0,0
11q,0,0,0,0
12q,0,0,0,0
13q,0,0,0,0
14q,5.66,0,1.39,0
15q,0,0,0,0
16q,0,0,0,0
17q,0,0,0,0
18q,0,0,0,0
19q,0,0,0,0
20q,0,0,0,0
21q,0,0,0,0
22q,0.12,0,0,0
Yq,0,0,0,0
Xq,0,0,0,0
1p,2.1,0,40.61,0
2p,4.23,0,8.03,0
3p,0.2,0,77.37,0
4p,8.47,0,0,0
5p,0,0,13.56,0
6p,1.31,0,92.25,0
7p,10.12,0,33.72,0
8p,3.42,0,0.6,0
9p,0,0,59.68,0
