Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
true	F16001097.OSCHP	4.0	Gain	11	p11.2	140.72	29	1	EXT2	1	EXT2 (608210)	Cytoregions Not Set				false	arr[hg19] 11p11.2(44,131,353-44,272,073)x4	chr11:44131353-44272073
true	F16001097.OSCHP	4.0	Gain	12	p13.2	560.933	123	7	ETV6, RNU6-19P, BCL2L14, MIR1244-2, MIR1244-1, MIR1244-3, LRP6	3	ETV6 (600618), BCL2L14 (606126), LRP6 (603507)	Cytoregions Not Set				false	arr[hg19] 12p13.2(11,829,592-12,390,525)x4	chr12:11829592-12390525
true	F16001097.OSCHP	4.0	Gain	12	p11.1	3870.833	52	0		0		Cytoregions Not Set				false	arr[hg19] 12p11.1q12(34,545,306-38,416,139)x4	chr12:34545306-38416139
true	F16001097.OSCHP	4.0	Gain	12	q13.3	78.812	51	1	OS9	1	OS9 (609677)	Cytoregions Not Set				false	arr[hg19] 12q13.3q14.1(58,034,346-58,113,158)x4	chr12:58034346-58113158
true	F16001097.OSCHP	4.0	Gain	16	p13.3	587.379	61	5	CREBBP, ADCY9, SRL, LOC100507501, TFAP4	4	CREBBP (600140), ADCY9 (603302), SRL (604992), TFAP4 (600743)	Cytoregions Not Set				false	arr[hg19] 16p13.3(3,784,147-4,371,526)x4	chr16:3784147-4371526
true	F16001097.OSCHP	4.0	Gain	21	q22.11	258.513	18	2	HUNK, LINC00159	1	HUNK (606532)	Cytoregions Not Set				false	arr[hg19] 21q22.11(33,374,800-33,633,313)x4	chr21:33374800-33633313
true	F16001097.OSCHP	4.0	Gain	21	q22.12	828.456	57	4	RUNX1, RUNX1-IT1, LOC100506403, MIR802	1	RUNX1 (151385)	Cytoregions Not Set				false	arr[hg19] 21q22.12(36,308,347-37,136,803)x4	chr21:36308347-37136803
true	F16001097.OSCHP	3.0	Gain	1	q21.3	255.432	54	7	MCL1, ENSA, GOLPH3L, HORMAD1, CTSS, CTSK, ARNT	7	MCL1 (159552), ENSA (603061), GOLPH3L (612208), HORMAD1 (609824), CTSS (116845), CTSK (601105), ARNT (126110)	Cytoregions Not Set				false	arr[hg19] 1q21.3(150,537,356-150,792,788)x3	chr1:150537356-150792788
true	F16001097.OSCHP	3.0	Gain	2	p24.3	104.179	47	0		0		Cytoregions Not Set				false	arr[hg19] 2p24.3(15,964,881-16,069,060)x3	chr2:15964881-16069060
true	F16001097.OSCHP	3.0	Gain	2	p23.2	82.227	34	2	CLIP4, ALK	1	ALK (105590)	Cytoregions Not Set				false	arr[hg19] 2p23.2(29,352,112-29,434,339)x3	chr2:29352112-29434339
true	F16001097.OSCHP	3.0	Gain	2	p22.3	628.564	46	7	BIRC6, MIR558, TTC27, MIR4765, LINC00486, LOC100271832, LTBP1	2	BIRC6 (605638), LTBP1 (150390)	Cytoregions Not Set				false	arr[hg19] 2p22.3(32,638,845-33,267,409)x3	chr2:32638845-33267409
true	F16001097.OSCHP	3.0	Gain	3	p25.2	91.213	21	1	RAF1	1	RAF1 (164760)	Cytoregions Not Set				false	arr[hg19] 3p25.2(12,675,981-12,767,194)x3	chr3:12675981-12767194
true	F16001097.OSCHP	3.0	Gain	3	p21.31	1093.414	80	39	NCKIPSD, IP6K2, PRKAR2A, SLC25A20, ARIH2OS, ARIH2, P4HTM, WDR6, DALRD3, MIR425, NDUFAF3, MIR191, IMPDH2, QRICH1, QARS, USP19, LAMB2, LAMB2P1, CCDC71, KLHDC8B, LOC646498, CCDC36, C3orf62, MIR4271, USP4, GPX1, RHOA, TCTA, AMT, NICN1, DAG1, BSN-AS2, BSN, APEH, MST1, RNF123, AMIGO3, GMPPB, IP6K1	26	NCKIPSD (606671), IP6K2 (606992), PRKAR2A (176910), SLC25A20 (613698), ARIH2 (605615), P4HTM (614584), WDR6 (606031), NDUFAF3 (612911), MIR191 (615150), IMPDH2 (146691), QARS (603727), USP19 (614471), LAMB2 (150325), KLHDC8B (613169), USP4 (603486), GPX1 (138320), RHOA (165390), TCTA (600690), AMT (238310), NICN1 (611516), DAG1 (128239), BSN (604020), APEH (102645), MST1 (142408), RNF123 (614472), IP6K1 (606991)	Cytoregions Not Set				false	arr[hg19] 3p21.31(48,719,452-49,812,866)x3	chr3:48719452-49812866
true	F16001097.OSCHP	3.0	Gain	3	q21.3	238.004	29	6	EFCC1, GP9, RAB43, ISY1-RAB43, ISY1, CNBP	3	GP9 (173515), ISY1 (612764), CNBP (116955)	Cytoregions Not Set				false	arr[hg19] 3q21.3(128,721,309-128,959,313)x3	chr3:128721309-128959313
true	F16001097.OSCHP	3.0	Gain	3	q27.1	270.245	19	6	PARL, ABCC5, ABCC5-AS1, HTR3D, HTR3C, HTR3E	5	PARL (607858), ABCC5 (605251), HTR3D (610122), HTR3C (610121), HTR3E (610123)	Cytoregions Not Set				false	arr[hg19] 3q27.1(183,562,924-183,833,169)x3	chr3:183562924-183833169
true	F16001097.OSCHP	3.0	Gain	3	q29	243.539	18	2	XXYLT1, ACAP2	2	XXYLT1 (614552), ACAP2 (607766)	Cytoregions Not Set				false	arr[hg19] 3q29(194,945,480-195,189,019)x3	chr3:194945480-195189019
true	F16001097.OSCHP	3.0	Gain	4	p16.3	343.291	50	8	LETM1, WHSC1, SCARNA22, NELFA, MIR943, C4orf48, NAT8L, POLN	6	LETM1 (604407), WHSC1 (602952), NELFA (606026), C4orf48 (614690), NAT8L (610647), POLN (610887)	Cytoregions Not Set				false	arr[hg19] 4p16.3(1,821,650-2,164,941)x3	chr4:1821650-2164941
true	F16001097.OSCHP	3.0	Gain	5	p15.33	322.405	22	6	PLEKHG4B, LRRC14B, CCDC127, SDHA, PDCD6, AHRR	3	SDHA (600857), PDCD6 (601057), AHRR (606517)	Cytoregions Not Set				false	arr[hg19] 5p15.33(38,138-360,543)x3	chr5:38138-360543
true	F16001097.OSCHP	3.0	Gain	5	q32	74.279	33	2	CSF1R, PDGFRB	2	CSF1R (164770), PDGFRB (173410)	Cytoregions Not Set				false	arr[hg19] 5q32(149,465,248-149,539,527)x3	chr5:149465248-149539527
true	F16001097.OSCHP	3.0	Gain	7	p22.3	348.31	60	9	ADAP1, COX19, CYP2W1, C7orf50, MIR339, GPR146, GPER, ZFAND2A, UNCX	4	ADAP1 (608114), COX19 (610429), GPER (601805), ZFAND2A (610699)	Cytoregions Not Set				false	arr[hg19] 7p22.3(947,235-1,295,545)x3	chr7:947235-1295545
true	F16001097.OSCHP	3.0	Gain	7	q36.1	43.694	19	1	RHEB	1	RHEB (601293)	Cytoregions Not Set				false	arr[hg19] 7q36.1(151,163,393-151,207,087)x3	chr7:151163393-151207087
true	F16001097.OSCHP	3.0	Gain	8	p11.1	293.787	21	0		0		Cytoregions Not Set				false	arr[hg19] 8p11.1(43,473,747-43,767,534)x3	chr8:43473747-43767534
true	F16001097.OSCHP	3.0	Gain	8	q24.3	1976.796	163	81	ZFP41, GLI4, ZNF696, TOP1MT, RHPN1-AS1, RHPN1, MAFA, ZC3H3, GSDMD, MROH6, NAPRT1, EEF1D, TIGD5, PYCRL, TSTA3, ZNF623, ZNF707, BREA2, CCDC166, MAPK15, FAM83H, MIR4664, FAM83H-AS1, SCRIB, MIR937, PUF60, NRBP2, EPPK1, PLEC, MIR661, PARP10, GRINA, SPATC1, OPLAH, EXOSC4, GPAA1, CYC1, SHARPIN, MAF1, KIAA1875, FAM203A, MROH1, SCXB, SCXA, BOP1, HSF1, DGAT1, SCRT1, TMEM249, FBXL6, SLC52A2, ADCK5, CPSF1, MIR939, MIR1234, SLC39A4, VPS28, TONSL, CYHR1, KIFC2, FOXH1, PPP1R16A, GPT, MFSD3, RECQL4, LRRC14, LRRC24, C8orf82, ARHGAP39, ZNF251, ZNF34, RPL8, ZNF517, ZNF7, COMMD5, ZNF250, ZNF16, ZNF252P, TMED10P1, ZNF252P-AS1, C8orf33	42	GLI4 (165280), TOP1MT (606387), RHPN1 (601031), MAFA (610303), NAPRT1 (611552), EEF1D (130592), TSTA3 (137020), FAM83H (611927), SCRIB (607733), PUF60 (604819), EPPK1 (607553), PLEC (601282), MIR661 (613716), PARP10 (609564), GRINA (138251), SPATC1 (610874), OPLAH (614243), EXOSC4 (606491), GPAA1 (603048), CYC1 (123980), SHARPIN (611885), MAF1 (610210), SCXA (609067), BOP1 (610596), HSF1 (140580), DGAT1 (604900), SCRT1 (605858), FBXL6 (609076), SLC52A2 (607882), CPSF1 (606027), SLC39A4 (607059), VPS28 (611952), TONSL (604546), FOXH1 (603621), PPP1R16A (609172), GPT (138200), RECQL4 (603780), ZNF34 (194526), RPL8 (604177), ZNF7 (194531), COMMD5 (608216), ZNF16 (601262)	Cytoregions Not Set				false	arr[hg19] 8q24.3(144,315,938-146,292,734)x3	chr8:144315938-146292734
true	F16001097.OSCHP	3.0	Gain	9	q34.12	437.333	66	6	ABL1, QRFP, FIBCD1, LAMC3, AIF1L, NUP214	5	ABL1 (189980), QRFP (609795), FIBCD1 (613357), LAMC3 (604349), NUP214 (114350)	Cytoregions Not Set				false	arr[hg19] 9q34.12q34.13(133,694,417-134,131,750)x3	chr9:133694417-134131750
true	F16001097.OSCHP	3.0	Gain	10	q26.3	664.044	41	11	INPP5A, NKX6-2, TTC40, LOC399829, GPR123, KNDC1, UTF1, VENTX, MIR202, ADAM8, TUBGCP2	6	INPP5A (600106), NKX6-2 (605955), GPR123 (612302), UTF1 (604130), VENTX (607158), ADAM8 (602267)	Cytoregions Not Set				false	arr[hg19] 10q26.3(134,440,064-135,104,108)x3	chr10:134440064-135104108
true	F16001097.OSCHP	3.0	Gain	12	q13.2	40.639	18	1	ERBB3	1	ERBB3 (190151)	Cytoregions Not Set				false	arr[hg19] 12q13.2(56,446,562-56,487,201)x3	chr12:56446562-56487201
true	F16001097.OSCHP	3.0	Gain	14	q32.32	446.618	31	6	TRAF3, AMN, CDC42BPB, EXOC3L4, TNFAIP2, LINC00605	4	TRAF3 (601896), AMN (605799), CDC42BPB (614062), TNFAIP2 (603300)	Cytoregions Not Set				false	arr[hg19] 14q32.32(103,232,808-103,679,426)x3	chr14:103232808-103679426
true	F16001097.OSCHP	3.0	Gain	14	q32.33	1434.296	193	23	AKT1, ZBTB42, LINC00638, CEP170B, PLD4, AHNAK2, C14orf79, CDCA4, GPR132, JAG2, NUDT14, BRF1, BTBD6, PACS2, TEX22, MTA1, CRIP2, CRIP1, C14orf80, TMEM121, ELK2AP, KIAA0125, ADAM6	12	AKT1 (164730), ZBTB42 (613915), AHNAK2 (608570), CDCA4 (612270), GPR132 (606167), JAG2 (602570), NUDT14 (609219), BRF1 (604902), PACS2 (610423), MTA1 (603526), CRIP2 (601183), CRIP1 (123875)	Cytoregions Not Set				false	arr[hg19] 14q32.33(105,226,708-106,661,004)x3	chr14:105226708-106661004
true	F16001097.OSCHP	3.0	Gain	16	p13.3	1194.371	107	59	LMF1, SOX8, SSTR5-AS1, SSTR5, C1QTNF8, CACNA1H, TPSG1, TPSB2, TPSAB1, TPSD1, UBE2I, BAIAP3, TSR3, GNPTG, UNKL, C16orf91, CCDC154, CLCN7, PTX4, TELO2, IFT140, TMEM204, CRAMP1L, HN1L, MAPK8IP3, MIR3177, NME3, MRPS34, EME2, SPSB3, NUBP2, IGFALS, HAGH, FAHD1, MEIOB, LINC00254, HS3ST6, MSRB1, RPL3L, NDUFB10, RPS2, SNORA10, SNORA64, SNHG9, SNORA78, RNF151, TBL3, NOXO1, GFER, SYNGR3, ZNF598, NPW, SLC9A3R2, NTHL1, TSC2, PKD1, MIR1225, MIR4516, MIR3180-5	38	LMF1 (611761), SOX8 (605923), SSTR5 (182455), C1QTNF8 (614147), CACNA1H (607904), TPSG1 (609341), TPSB2 (191081), TPSAB1 (191080), TPSD1 (609272), UBE2I (601661), BAIAP3 (604009), GNPTG (607838), CLCN7 (602727), PTX4 (613442), TELO2 (611140), IFT140 (614620), TMEM204 (611002), MAPK8IP3 (605431), NME3 (601817), MRPS34 (611994), EME2 (610886), SPSB3 (611659), NUBP2 (610779), IGFALS (601489), HAGH (138760), MSRB1 (606216), NDUFB10 (603843), RPS2 (603624), TBL3 (605915), NOXO1 (611256), GFER (600924), SYNGR3 (603927), NPW (607997), SLC9A3R2 (606553), NTHL1 (602656), TSC2 (191092), PKD1 (601313), MIR1225 (611621)	Cytoregions Not Set				false	arr[hg19] 16p13.3(1,001,712-2,196,083)x3	chr16:1001712-2196083
true	F16001097.OSCHP	3.0	Gain	16	p13.3	347.522	24	12	GLIS2, PAM16, CORO7-PAM16, CORO7, VASN, DNAJA3, NMRAL1, HMOX2, CDIP1, C16orf96, UBALD1, MGRN1	8	GLIS2 (608539), PAM16 (614336), CORO7 (611668), VASN (608843), DNAJA3 (608382), HMOX2 (141251), CDIP1 (610503), MGRN1 (607559)	Cytoregions Not Set				false	arr[hg19] 16p13.3(4,385,731-4,733,253)x3	chr16:4385731-4733253
true	F16001097.OSCHP	3.0	Gain	17	q25.3	1321.016	110	58	CHMP6, BAIAP2-AS1, BAIAP2, AATK, MIR657, MIR3065, MIR338, MIR1250, AATK-AS1, AZI1, ENTHD2, C17orf89, SLC38A10, LINC00482, TMEM105, LOC100130370, BAHCC1, MIR4740, MIR3186, ACTG1, FSCN2, C17orf70, NPLOC4, TSPAN10, PDE6G, OXLD1, CCDC137, ARL16, HGS, MRPL12, SLC25A10, GCGR, FAM195B, PPP1R27, P4HB, ARHGDIA, ALYREF, ANAPC11, NPB, PCYT2, SIRT7, MAFG, MAFG-AS1, PYCR1, MYADML2, NOTUM, ASPSCR1, STRA13, LRRC45, RAC3, DCXR, RFNG, GPS1, DUS1L, FASN, CCDC57, SLC16A3, CSNK1D	34	CHMP6 (610901), BAIAP2 (605475), AATK (605276), MIR338 (614059), AZI1 (613479), ACTG1 (102560), FSCN2 (607643), C17orf70 (611301), NPLOC4 (606590), PDE6G (180073), CCDC137 (614271), HGS (604375), MRPL12 (602375), SLC25A10 (606794), GCGR (138033), P4HB (176790), ARHGDIA (601925), ALYREF (604171), ANAPC11 (614534), NPB (607996), PCYT2 (602679), SIRT7 (606212), MAFG (602020), PYCR1 (179035), NOTUM (609847), ASPSCR1 (606236), STRA13 (615128), RAC3 (602050), DCXR (608347), RFNG (602578), GPS1 (601934), FASN (600212), SLC16A3 (603877), CSNK1D (600864)	Cytoregions Not Set				false	arr[hg19] 17q25.3(78,942,411-80,263,427)x3	chr17:78942411-80263427
true	F16001097.OSCHP	3.0	Gain	18	q11.2	256.233	18	2	CABLES1, TMEM241	1	CABLES1 (609194)	Cytoregions Not Set				false	arr[hg19] 18q11.2(20,746,828-21,003,061)x3	chr18:20746828-21003061
true	F16001097.OSCHP	3.0	Gain	18	q11.2	415.9	32	4	OSBPL1A, IMPACT, HRH4, LOC729950	2	OSBPL1A (606730), HRH4 (606792)	Cytoregions Not Set				false	arr[hg19] 18q11.2(21,941,819-22,357,719)x3	chr18:21941819-22357719
true	F16001097.OSCHP	3.0	Gain	18	q12.2	343.998	24	2	CELF4, MIR4318	1	CELF4 (612679)	Cytoregions Not Set				false	arr[hg19] 18q12.2(35,108,654-35,452,652)x3	chr18:35108654-35452652
true	F16001097.OSCHP	3.0	Gain	18	q23	257.675	18	1	ATP9B	1	ATP9B (614446)	Cytoregions Not Set				false	arr[hg19] 18q23(76,846,096-77,103,771)x3	chr18:76846096-77103771
true	F16001097.OSCHP	3.0	Gain	19	p13.3	1155.104	198	51	PPAP2C, MIER2, THEG, C2CD4C, SHC2, ODF3L2, MADCAM1, TPGS1, CDC34, GZMM, BSG, HCN2, POLRMT, FGF22, RNF126, FSTL3, PRSS57, PALM, MISP, PTBP1, MIR4745, LPPR3, MIR3187, AZU1, PRTN3, ELANE, CFD, MED16, R3HDM4, KISS1R, ARID3A, WDR18, GRIN3B, TMEM259, CNN2, ABCA7, HMHA1, POLR2E, GPX4, SBNO2, STK11, C19orf26, ATP5D, MIDN, CIRBP-AS1, CIRBP, C19orf24, EFNA2, MUM1, NDUFS7, GAMT	38	PPAP2C (607126), THEG (609503), C2CD4C (610336), SHC2 (605217), MADCAM1 (102670), CDC34 (116948), GZMM (600311), BSG (109480), HCN2 (602781), POLRMT (601778), FGF22 (605831), RNF126 (615177), FSTL3 (605343), PALM (608134), MISP (615289), PTBP1 (600693), - (610391), AZU1 (162815), PRTN3 (177020), ELANE (130130), CFD (134350), MED16 (604062), KISS1R (604161), ARID3A (603265), GRIN3B (606651), TMEM259 (611011), CNN2 (602373), ABCA7 (605414), HMHA1 (601155), POLR2E (180664), GPX4 (138322), STK11 (602216), ATP5D (603150), MIDN (606700), CIRBP (602649), EFNA2 (602756), NDUFS7 (601825), GAMT (601240)	Cytoregions Not Set				false	arr[hg19] 19p13.3(247,231-1,402,335)x3	chr19:247231-1402335
true	F16001097.OSCHP	3.0	Gain	20	q13.31	371.135	27	9	BMP7, MIR4325, SPO11, MIR5095, RAE1, MTRNR2L3, RBM38, CTCFL, PCK1	6	BMP7 (112267), SPO11 (605114), RAE1 (603343), RBM38 (612428), CTCFL (607022), PCK1 (614168)	Cytoregions Not Set				false	arr[hg19] 20q13.31(55,805,126-56,176,261)x3	chr20:55805126-56176261
true	F16001097.OSCHP	3.0	Gain	21	q22.3	1807.442	114	26	RIPK4, PRDM15, C2CD2, ZBTB21, ZNF295-AS1, UMODL1, C21orf128, ABCG1, TFF3, TFF2, TFF1, TMPRSS3, UBASH3A, RSPH1, SLC37A1, PDE9A, WDR4, NDUFV3, PKNOX1, CBS, U2AF1, CRYAA, LINC00322, SIK1, LINC00319, LINC00313	18	RIPK4 (605706), UMODL1 (613859), ABCG1 (603076), TFF3 (600633), TFF2 (182590), TFF1 (113710), TMPRSS3 (605511), UBASH3A (605736), RSPH1 (609314), SLC37A1 (608094), PDE9A (602973), WDR4 (605924), NDUFV3 (602184), PKNOX1 (602100), CBS (613381), U2AF1 (191317), CRYAA (123580), SIK1 (605705)	Cytoregions Not Set				false	arr[hg19] 21q22.3(43,139,183-44,946,625)x3	chr21:43139183-44946625
true	F16001097.OSCHP	3.0	Gain	21	q22.3	347.643	28	6	ADARB1, POFUT2, LOC642852, COL18A1, COL18A1-AS2, COL18A1-AS1	3	ADARB1 (601218), POFUT2 (610249), COL18A1 (120328)	Cytoregions Not Set				false	arr[hg19] 21q22.3(46,512,074-46,859,717)x3	chr21:46512074-46859717
true	F16001097.OSCHP	2.5	Gain	2	p23.2	517.185	173	1	ALK	1	ALK (105590)	Cytoregions Not Set				false	arr[hg19] 2p23.2p23.1(29,485,505-30,002,690)x2-3	chr2:29485505-30002690
true	F16001097.OSCHP	2.5	Gain	3	p21.1	7799.164	594	58	PBRM1, GNL3, SNORD19, SNORD19B, SNORD69, GLT8D1, SPCS1, NEK4, ITIH1, ITIH3, ITIH4, MUSTN1, TMEM110-MUSTN1, TMEM110, SFMBT1, RFT1, PRKCD, TKT, DCP1A, CACNA1D, CHDH, IL17RB, ACTR8, SELK, CACNA2D3, ESRG, CACNA2D3-AS1, LRTM1, WNT5A, ERC2, ERC2-IT1, MIR3938, CCDC66, FAM208A, ARHGEF3, ARHGEF3-AS1, SPATA12, IL17RD, HESX1, APPL1, ASB14, DNAH12, PDE12, ARF4, DENND6A, SLMAP, FLNB, DNASE1L3, ABHD6, RPP14, PXK, PDHB, KCTD6, ACOX2, FAM107A, FAM3D, C3orf67, FHIT	35	PBRM1 (606083), GNL3 (608011), SPCS1 (610358), NEK4 (601959), ITIH1 (147270), ITIH3 (146650), ITIH4 (600564), SFMBT1 (607319), RFT1 (611908), PRKCD (176977), TKT (606781), DCP1A (607010), CACNA1D (114206), IL17RB (605458), - (607916), CACNA2D3 (606399), ESRG (611473), WNT5A (164975), ARHGEF3 (612115), SPATA12 (609869), IL17RD (606807), HESX1 (601802), APPL1 (604299), DNAH12 (603340), ARF4 (601177), SLMAP (602701), FLNB (603381), DNASE1L3 (602244), RPP14 (606112), PXK (611450), PDHB (179060), ACOX2 (601641), FAM107A (608295), FAM3D (608619), FHIT (601153)	Cytoregions Not Set				false	arr[hg19] 3p21.1p14.2(52,714,399-60,513,563)x2-3	chr3:52714399-60513563
