Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
true	H18003947.OSCHP	4.0	Gain	13	q21.33	11944.721	805	39	KLHL1, ATXN8OS, LINC00348, DACH1, MZT1, BORA, DIS3, PIBF1, KLF5, KLF12, LINC00381, LINC00347, CTAGE11P, TBC1D4, COMMD6, UCHL3, LMO7, C13orf45, KCTD12, BTF3P11, IRG1, CLN5, FBXL3, MYCBP2, MYCBP2-AS1, SCEL, SLAIN1, MIR3665, EDNRB, LINC00446, RNF219-AS1, POU4F1, RNF219, LINC00331, RBM26, RBM26-AS1, NDFIP2-AS1, NDFIP2, SPRY2	25	KLHL1 (605332), ATXN8OS (603680), DACH1 (603803), MZT1 (613448), BORA (610510), DIS3 (607533), PIBF1 (607532), KLF5 (602903), KLF12 (607531), TBC1D4 (612465), COMMD6 (612377), UCHL3 (603090), LMO7 (604362), KCTD12 (610521), BTF3P11 (602543), IRG1 (615275), CLN5 (608102), FBXL3 (605653), MYCBP2 (610392), SCEL (604112), SLAIN1 (610491), EDNRB (131244), POU4F1 (601632), NDFIP2 (610041), SPRY2 (602466)	Cytoregions Not Set				false	arr[hg19] 13q21.33q31.1(70,612,411-82,557,132)x4	chr13:70612411-82557132
true	H18003947.OSCHP	4.0	Gain	20	p11.21	8718.105	399	100	NINL, NANP, ZNF337, FAM182B, LOC100134868, FAM182A, NCOR1P1, LOC284801, MIR663A, FRG1B, MLLT10P1, DEFB115, DEFB116, DEFB118, DEFB119, DEFB121, DEFB122, DEFB123, DEFB124, REM1, LINC00028, HM13, PSIMCT-1, HM13-AS1, ID1, MIR3193, COX4I2, BCL2L1, TPX2, MYLK2, FOXS1, DUSP15, TTLL9, PDRG1, XKR7, CCM2L, HCK, TM9SF4, TSPY26P, PLAGL2, POFUT1, KIF3B, ASXL1, C20orf112, LOC149950, C20orf203, COMMD7, DNMT3B, MAPRE1, SUN5, BPIFB2, BPIFB6, BPIFB3, BPIFB4, BPIFA2, BPIFA4P, BPIFA3, BPIFA1, BPIFB1, CDK5RAP1, SNTA1, CBFA2T2, NECAB3, C20orf144, ACTL10, E2F1, PXMP4, ZNF341, CHMP4B, RALY, MIR4755, EIF2S2, ASIP, AHCY, ITCH, MIR644A, DYNLRB1, MAP1LC3A, PIGU, TP53INP2, NCOA6, HMGB3P1, GGT7, ACSS2, GSS, MYH7B, MIR499A, MIR499B, TRPC4AP, EDEM2, PROCR, MMP24, MMP24-AS1, EIF6, FAM83C, UQCC, GDF5, CEP250, C20orf173, ERGIC3	52	NINL (609580), NANP (610763), DEFB118 (607650), REM1 (610388), HM13 (607106), ID1 (600349), COX4I2 (607976), BCL2L1 (600039), TPX2 (605917), MYLK2 (606566), FOXS1 (602939), PDRG1 (610789), HCK (142370), PLAGL2 (604866), POFUT1 (607491), KIF3B (603754), ASXL1 (612990), DNMT3B (602900), MAPRE1 (603108), SUN5 (613942), BPIFB2 (614108), BPIFB6 (614110), BPIFA4P (607627), BPIFA1 (607412), CDK5RAP1 (608200), SNTA1 (601017), CBFA2T2 (603672), NECAB3 (612478), E2F1 (189971), CHMP4B (610897), RALY (614663), EIF2S2 (603908), ASIP (600201), AHCY (180960), ITCH (606409), DYNLRB1 (607167), MAP1LC3A (601242), PIGU (608528), NCOA6 (605299), GGT7 (612342), ACSS2 (605832), GSS (601002), MYH7B (609928), MIR499A (613614), TRPC4AP (608430), EDEM2 (610302), PROCR (600646), MMP24 (604871), EIF6 (602912), UQCC (611797), GDF5 (601146), CEP250 (609689)	Cytoregions Not Set				false	arr[hg19] 20p11.21q11.22(25,451,179-34,169,284)x4	chr20:25451179-34169284
true	H18003947.OSCHP	4.0	Gain	13	q12.3	6151.485	511	35	LINC00398, TEX26-AS1, MEDAG, TEX26, HSPH1, B3GALTL, RXFP2, EEF1DP3, FRY, ZAR1L, BRCA2, N4BP2L1, N4BP2L2, MINOS1P1, N4BP2L2-IT2, PDS5B, LINC00423, KL, STARD13, STARD13-AS, RFC3, LINC00457, NBEA, MAB21L1, MIR548F5, DCLK1, SOHLH2, CCDC169-SOHLH2, CCDC169, SPG20, SPG20OS, CCNA1, SERTM1, RFXAP, SMAD9	16	HSPH1 (610703), B3GALTL (610308), RXFP2 (606655), FRY (614818), BRCA2 (600185), PDS5B (605333), KL (604824), STARD13 (609866), RFC3 (600405), NBEA (604889), MAB21L1 (601280), DCLK1 (604742), SPG20 (607111), CCNA1 (604036), RFXAP (601861), SMAD9 (603295)	Cytoregions Not Set				false	arr[hg19] 13q12.3q13.3(31,355,334-37,506,819)x4	chr13:31355334-37506819
true	H18003947.OSCHP	4.0	Gain	20	q11.23	5669.77	441	54	DLGAP4, MYL9, TGIF2, TGIF2-C20orf24, C20orf24, SLA2, NDRG3, DSN1, SOGA1, TLDC2, SAMHD1, RBL1, MROH8, RPN2, GHRH, MANBAL, SRC, BLCAP, NNAT, LINC00489, LOC100287792, CTNNBL1, VSTM2L, TTI1, RPRD1B, TGM2, KIAA1755, BPI, LBP, SNHG17, SNORA71B, SNORA71A, SNORA71C, SNORA71D, SNHG11, SNORA39, SNORA60, RALGAPB, ADIG, ARHGAP40, SLC32A1, ACTR5, PPP1R16B, FAM83D, DHX35, LOC339568, MAFB, TOP1, PLCG1, ZHX3, LPIN3, EMILIN3, CHD6, PTPRT	27	MYL9 (609905), TGIF2 (607294), SLA2 (606577), NDRG3 (605273), DSN1 (609175), SAMHD1 (606754), RBL1 (116957), RPN2 (180490), GHRH (139190), SRC (190090), BLCAP (613110), NNAT (603106), CTNNBL1 (611537), TTI1 (614425), RPRD1B (614694), TGM2 (190196), BPI (109195), LBP (151990), ADIG (611396), PPP1R16B (613275), MAFB (608968), TOP1 (126420), PLCG1 (172420), ZHX3 (609598), LPIN3 (605520), EMILIN3 (608929), PTPRT (608712)	Cytoregions Not Set				false	arr[hg19] 20q11.23q12(35,075,338-40,745,108)x4	chr20:35075338-40745108
true	H18003947.OSCHP	4.0	Gain	13	q31.1	4420.955	293	4	SLITRK1, LINC00333, LINC00351, SLITRK6	2	SLITRK1 (609678), SLITRK6 (609681)	Cytoregions Not Set				false	arr[hg19] 13q31.1(82,890,987-87,311,942)x4	chr13:82890987-87311942
true	H18003947.OSCHP	4.0	Gain	13	q31.2	1322.267	122	1	LINC00433	0		Cytoregions Not Set				false	arr[hg19] 13q31.2(88,413,432-89,735,699)x4	chr13:88413432-89735699
true	H18003947.OSCHP	3.67	Gain	13	q21.1	13782.832	938	18	PRR20A, PRR20C, PRR20E, PRR20D, PRR20B, PCDH17, DIAPH3, DIAPH3-AS1, DIAPH3-AS2, TDRD3, MIR3169, PCDH20, OR7E156P, PCDH9, PCDH9-AS2, PCDH9-AS3, LINC00550, KLHL1	6	PCDH17 (611760), DIAPH3 (614567), TDRD3 (614392), PCDH20 (614449), PCDH9 (603581), KLHL1 (605332)	Cytoregions Not Set				false	arr[hg19] 13q21.1q21.33(56,805,768-70,588,600)x3-4	chr13:56805768-70588600
true	H18003947.OSCHP	3.67	Gain	13	q11	10596.065	850	82	LINC00417, ANKRD20A9P, LINC00442, RNU6-52P, TUBA3C, ANKRD26P3, LINC00421, TPTE2, MPHOSPH8, PSPC1, ZMYM5, ZMYM2, GJA3, GJB2, GJB6, CRYL1, MIR4499, IFT88, IL17D, N6AMT2, XPO4, LATS2, SAP18, SKA3, MRP63, MIPEPP3, ZDHHC20, MICU2, FGF9, LINC00424, BASP1P1, SGCG, SACS, SACS-AS1, LINC00327, TNFRSF19, MIPEP, C1QTNF9B-AS1, C1QTNF9B, ANKRD20A19P, SPATA13, MIR2276, SPATA13-AS1, C1QTNF9, PARP4, TPTE2P6, ATP12A, RNF17, CENPJ, TPTE2P1, PABPC3, AMER2, MTMR6, NUPL1, ATP8A2, SHISA2, RNF6, CDK8, WASF3, GPR12, USP12, RPL21, RPL21P28, SNORD102, SNORA27, RASL11A, GTF3A, MTIF3, LNX2, POLR1D, GSX1, PDX1, ATP5EP2, CDX2, URAD, FLT3, PAN3-AS1, PAN3, FLT1, POMP, SLC46A3, MTUS2	47	TUBA3C (602528), TPTE2 (606791), MPHOSPH8 (611626), PSPC1 (612408), ZMYM2 (602221), GJA3 (121015), GJB2 (121011), GJB6 (604418), CRYL1 (609877), IFT88 (600595), IL17D (607587), XPO4 (611449), LATS2 (604861), SAP18 (602949), MRP63 (611997), MICU2 (610632), FGF9 (600921), SGCG (608896), SACS (604490), TNFRSF19 (606122), MIPEP (602241), C1QTNF9B (614148), SPATA13 (613324), C1QTNF9 (614285), PARP4 (607519), ATP12A (182360), RNF17 (605793), CENPJ (609279), PABPC3 (604680), AMER2 (614659), MTMR6 (603561), NUPL1 (607615), ATP8A2 (605870), RNF6 (604242), CDK8 (603184), WASF3 (605068), GPR12 (600752), RPL21 (603636), RASL11A (612403), GTF3A (600860), LNX2 (609733), POLR1D (613715), PDX1 (600733), CDX2 (600297), FLT3 (136351), FLT1 (165070), POMP (613386)	Cytoregions Not Set				false	arr[hg19] 13q11q12.3(19,084,822-29,680,887)x3-4	chr13:19084822-29680887
true	H18003947.OSCHP	3.67	Gain	13	q31.2	1456.116	136	3	LINC00353, LINC00559, MIR622	0		Cytoregions Not Set				false	arr[hg19] 13q31.2q31.3(89,754,836-91,210,952)x3-4	chr13:89754836-91210952
true	H18003947.OSCHP	3.67	Gain	13	q12.3	1379.772	105	11	MTUS2, MTUS2-AS1, SLC7A1, UBL3, LINC00297, LINC00544, KATNAL1, LINC00426, HMGB1, USPL1, ALOX5AP	5	SLC7A1 (104615), UBL3 (604711), KATNAL1 (614764), HMGB1 (163905), ALOX5AP (603700)	Cytoregions Not Set				false	arr[hg19] 13q12.3(29,961,663-31,341,435)x3-4	chr13:29961663-31341435
true	H18003947.OSCHP	3.67	Gain	13	q31.1	1083.883	105	3	MIR4500HG, MIR4500, SLITRK5	1	SLITRK5 (609680)	Cytoregions Not Set				false	arr[hg19] 13q31.1q31.2(87,322,975-88,406,858)x3-4	chr13:87322975-88406858
true	H18003947.OSCHP	3.67	Gain	14	q32.32	507.137	35	7	CDC42BPB, EXOC3L4, TNFAIP2, LINC00605, EIF5, SNORA28, MARK3	4	CDC42BPB (614062), TNFAIP2 (603300), EIF5 (601710), MARK3 (602678)	Cytoregions Not Set				false	arr[hg19] 14q32.32(103,443,231-103,950,368)x3-4	chr14:103443231-103950368
true	H18003947.OSCHP	3.67	Gain	13	q13.3	340.891	26	4	ALG5, EXOSC8, SUPT20H, CSNK1A1L	3	ALG5 (604565), EXOSC8 (606019), SUPT20H (613417)	Cytoregions Not Set				false	arr[hg19] 13q13.3(37,524,254-37,865,145)x3-4	chr13:37524254-37865145
true	H18003947.OSCHP	3.67	Gain	20	q13.33	264.668	18	11	OGFR, COL9A3, TCFL5, DPH3P1, DIDO1, GID8, SLC17A9, BHLHE23, LOC63930, LINC00029, LOC100144597	7	OGFR (606459), COL9A3 (120270), TCFL5 (604745), DIDO1 (604140), GID8 (611625), SLC17A9 (612107), BHLHE23 (609331)	Cytoregions Not Set				false	arr[hg19] 20q13.33(61,442,360-61,707,028)x3-4	chr20:61442360-61707028
